"Character","Move","onBlock","plnCmd","airmove","followUp","projectile","moveType","health","stun","vgauge1","vgauge2","fDash","bDash","fWalk","bWalk","throwHurt","throwRange","Damage","Stun"
"Ken","LK Tatsumaki Senpukyaku",-8,"qcb+LK","False","False","False","special",1025,1050,900,600,15,24,0.05,0.035,0.25,0.8,50,100
"Ken","MK Tatsumaki Senpukyaku",-9,"qcb+MK","False","False","False","special",1025,1050,900,600,15,24,0.05,0.035,0.25,0.8,80,150
"Ken","HK Tatsumaki Senpukyaku",-4,"qcb+HK","False","False","False","special",1025,1050,900,600,15,24,0.05,0.035,0.25,0.8,140,200
"Ken","EX Tatsumaki Senpukyaku",-59,"qcb+KK","False","False","False","special",1025,1050,900,600,15,24,0.05,0.035,0.25,0.8,160,200
"Ken","LK Air Tatsumaki Senpukyaku",-3,"qcb+LK(air)","True","False","False","special",1025,1050,900,600,15,24,0.05,0.035,0.25,0.8,80,100
"Ken","MK Air Tatsumaki Senpukyaku",-3,"qcb+MK(air)","True","False","False","special",1025,1050,900,600,15,24,0.05,0.035,0.25,0.8,80,100
"Ken","HK Air Tatsumaki Senpukyaku",-3,"qcb+HK(air)","True","False","False","special",1025,1050,900,600,15,24,0.05,0.035,0.25,0.8,80,100
"Ken","EX Air Tatsumaki Senpukyaku",-2,"qcb+KK(air)","True","False","False","special",1025,1050,900,600,15,24,0.05,0.035,0.25,0.8,70,100
"Ken","Guren Enjikyaku",-26,"qcf,qcf+K","False","False","False","super",1025,1050,900,600,15,24,0.05,0.035,0.25,0.8,340,0
"Kolin","Stand LP",2,"LP","False","False","False","normal",1000,1000,600,600,17,21,0.0413,0.0325,0.35,0.85,30,70
"Kolin","Stand MP",2,"MP","False","False","False","normal",1000,1000,600,600,17,21,0.0413,0.0325,0.35,0.85,60,100
"Kolin","Stand HP",-4,"HP","False","False","False","normal",1000,1000,600,600,17,21,0.0413,0.0325,0.35,0.85,80,150
"Kolin","Stand LK",-2,"LK","False","False","False","normal",1000,1000,600,600,17,21,0.0413,0.0325,0.35,0.85,40,70
"Kolin","Stand MK",-2,"MK","False","False","False","normal",1000,1000,600,600,17,21,0.0413,0.0325,0.35,0.85,50,100
"Kolin","Stand HK",-2,"HK","False","False","False","normal",1000,1000,600,600,17,21,0.0413,0.0325,0.35,0.85,80,150
"Kolin","Crouch LP",1,"d+LP","False","False","False","normal",1000,1000,600,600,17,21,0.0413,0.0325,0.35,0.85,20,70
"Kolin","Crouch MP",2,"d+MP","False","False","False","normal",1000,1000,600,600,17,21,0.0413,0.0325,0.35,0.85,60,100
"Kolin","Crouch HP",-3,"d+HP","False","False","False","normal",1000,1000,600,600,17,21,0.0413,0.0325,0.35,0.85,80,150
"Kolin","Crouch LK",1,"d+LK","False","False","False","normal",1000,1000,600,600,17,21,0.0413,0.0325,0.35,0.85,20,70
"Kolin","Crouch MK",1,"d+MK","False","False","False","normal",1000,1000,600,600,17,21,0.0413,0.0325,0.35,0.85,50,100
"Kolin","Crouch HK",-12,"d+HK","False","False","False","normal",1000,1000,600,600,17,21,0.0413,0.0325,0.35,0.85,100,150
"Kolin","Jump LP",4,"u+LP","True","False","False","normal",1000,1000,600,600,17,21,0.0413,0.0325,0.35,0.85,40,70
"Kolin","Jump MP",7,"u+MP","True","False","False","normal",1000,1000,600,600,17,21,0.0413,0.0325,0.35,0.85,70,100
"Kolin","Jump HP",9,"u+HP","True","False","False","normal",1000,1000,600,600,17,21,0.0413,0.0325,0.35,0.85,90,150
"Kolin","Jump LK",2,"u+LK","True","False","False","normal",1000,1000,600,600,17,21,0.0413,0.0325,0.35,0.85,40,70
"Kolin","Jump MK",6,"u+MK","True","False","False","normal",1000,1000,600,600,17,21,0.0413,0.0325,0.35,0.85,60,100
"Kolin","Jump HK",4,"u+HK","True","False","False","normal",1000,1000,600,600,17,21,0.0413,0.0325,0.35,0.85,90,150
"Kolin","Blizzard Heel",-7,"f+MK","False","False","False","normal",1000,1000,600,600,17,21,0.0413,0.0325,0.35,0.85,60,100
"Kolin","Sniping Kick",-2,"b+HK","False","False","False","normal",1000,1000,600,600,17,21,0.0413,0.0325,0.35,0.85,90,150
"Kolin","Frost Spike 1st",-6,"LP > MP","False","True","False","normal",1000,1000,600,600,17,21,0.0413,0.0325,0.35,0.85,66,124
"Kolin","Frost Spike 2nd",-9,"LP > MP > HP","False","True","False","normal",1000,1000,600,600,17,21,0.0413,0.0325,0.35,0.85,114,188
"Kolin","White Out 1st",-9,"MK > HP","False","True","False","normal",1000,1000,600,600,17,21,0.0413,0.0325,0.35,0.85,95,163
"Kolin","White Out 2nd",-12,"MK > HP > MPMK (VS1)","False","True","False","normal",1000,1000,600,600,17,21,0.0413,0.0325,0.35,0.85,143,243
"Kolin","Inside Slash",-8,"MP+MK (VS1)","False","False","False","vskill",1000,1000,600,600,17,21,0.0413,0.0325,0.35,0.85,50,100
"Kolin","Diamond Dust",32,"HP+HK (VT1)","False","False","False","vtrigger",1000,1000,600,600,17,21,0.0413,0.0325,0.35,0.85,120,360
"Kolin","Diamond Dust  2nd",26,"HP+HK (VT1 - 2nd hit)","False","False","False","vtrigger",1000,1000,600,600,17,21,0.0413,0.0325,0.35,0.85,120,360
"Kolin","Cold Snap",-2,"MK+HP","False","True","False","vbreak",1000,1000,600,600,17,21,0.0413,0.0325,0.35,0.85,60,0
"Kolin","LP Parabellum",-4,"qcf+LP or mash LP","False","False","False","special",1000,1000,600,600,17,21,0.0413,0.0325,0.35,0.85,70,150
"Kolin","MP Parabellum",-6,"qcf+MP or mash MP","False","False","False","special",1000,1000,600,600,17,21,0.0413,0.0325,0.35,0.85,80,150
"Kolin","HP Parabellum",-9,"qcf+HP or mash HP","False","False","False","special",1000,1000,600,600,17,21,0.0413,0.0325,0.35,0.85,100,150
"Kolin","EX Parabellum",-7,"qcf+PP or mash PP","False","False","False","special",1000,1000,600,600,17,21,0.0413,0.0325,0.35,0.85,100,150
"Kolin","LP Hailstorm",-8,"f,d,df+LP","False","False","True","special",1000,1000,600,600,17,21,0.0413,0.0325,0.35,0.85,50,100
"Kolin","MP Hailstorm",-11,"f,d,df+MP","False","False","True","special",1000,1000,600,600,17,21,0.0413,0.0325,0.35,0.85,50,100
"Kolin","HP Hailstorm",-11,"f,d,df+HP","False","False","True","special",1000,1000,600,600,17,21,0.0413,0.0325,0.35,0.85,50,100
"Kolin","LP Hailstorm Projectile",23,"f,d,df+LP","False","False","True","special",1000,1000,600,600,17,21,0.0413,0.0325,0.35,0.85,50,100
"Kolin","MP Hailstorm Projectile",25,"f,d,df+MP","False","False","True","special",1000,1000,600,600,17,21,0.0413,0.0325,0.35,0.85,50,100
"Kolin","HP Hailstorm Projectile",20,"f,d,df+HP","False","False","True","special",1000,1000,600,600,17,21,0.0413,0.0325,0.35,0.85,50,100
"Kolin","LPMP Hailstorm",-8,"f,d,df+LPMP","False","False","True","special",1000,1000,600,600,17,21,0.0413,0.0325,0.35,0.85,50,100
"Kolin","LPHP Hailstorm",-8,"f,d,df+LPHP","False","False","True","special",1000,1000,600,600,17,21,0.0413,0.0325,0.35,0.85,50,100
"Kolin","MPHP Hailstorm",-8,"f,d,df+MPHP","False","False","True","special",1000,1000,600,600,17,21,0.0413,0.0325,0.35,0.85,50,100
"Kolin","EX Hailstorm Projectile",18,"f,d,df+PP","False","False","True","special",1000,1000,600,600,17,21,0.0413,0.0325,0.35,0.85,100,200
"Kolin","> Silver Edge",-12,"qcb+LK > P","False","True","False","special",1000,1000,600,600,17,21,0.0413,0.0325,0.35,0.85,100,150
"Kolin","> Cold Low",-12,"qcb+MK > d+LK > d+HK","False","True","False","normal",1000,1000,600,600,17,21,0.0413,0.0325,0.35,0.85,110,205
"Kolin","> Brinicle",-2,"qcb+MK > d+LK > d+HP","False","True","False","normal",1000,1000,600,600,17,21,0.0413,0.0325,0.35,0.85,101,205
"Kolin","> Snow Grain",-8,"qcb+MK > d+MP > HP","False","True","False","normal",1000,1000,600,600,17,21,0.0413,0.0325,0.35,0.85,141,235
"Kolin","> White Spear",9,"qcb+HK > LK > MK","True","True","False","normal",1000,1000,600,600,17,21,0.0413,0.0325,0.35,0.85,103,160
"Kolin","> EX Silver Edge",-9,"qcb+LKMK > P","False","True","False","special",1000,1000,600,600,17,21,0.0413,0.0325,0.35,0.85,160,200
"Kolin","Frost Tower",-37,"qcf,qcf+P","False","False","False","super",1000,1000,600,600,17,21,0.0413,0.0325,0.35,0.85,330,0
"Laura","Stand LP",1,"LP","False","False","False","normal",1025,1000,900,600,17,21,0.04,0.032,0.41,0.85,30,70
"Laura","Stand MP",3,"MP","False","False","False","normal",1025,1000,900,600,17,21,0.04,0.032,0.41,0.85,60,100
"Laura","Stand HP",-2,"HP","False","False","False","normal",1025,1000,900,600,17,21,0.04,0.032,0.41,0.85,80,150
"Laura","Stand LK",3,"LK","False","False","False","normal",1025,1000,900,600,17,21,0.04,0.032,0.41,0.85,30,70
"Laura","Stand MK",-2,"MK","False","False","False","normal",1025,1000,900,600,17,21,0.04,0.032,0.41,0.85,60,100
"Laura","Stand HK",-4,"HK","False","False","False","normal",1025,1000,900,600,17,21,0.04,0.032,0.41,0.85,90,150
"Laura","Crouch LP",2,"d+LP","False","False","False","normal",1025,1000,900,600,17,21,0.04,0.032,0.41,0.85,30,70
"Laura","Crouch MP",2,"d+MP","False","False","False","normal",1025,1000,900,600,17,21,0.04,0.032,0.41,0.85,60,100
"Laura","Crouch HP",-2,"d+HP","False","False","False","normal",1025,1000,900,600,17,21,0.04,0.032,0.41,0.85,90,150
"Laura","Crouch LK",0,"d+LK","False","False","False","normal",1025,1000,900,600,17,21,0.04,0.032,0.41,0.85,20,70
"Laura","Crouch MK",-1,"d+MK","False","False","False","normal",1025,1000,900,600,17,21,0.04,0.032,0.41,0.85,50,100
"Laura","Crouch HK",-14,"d+HK","False","False","False","normal",1025,1000,900,600,17,21,0.04,0.032,0.41,0.85,90,150
"Laura","Jump LP",5,"u+LP","True","False","False","normal",1025,1000,900,600,17,21,0.04,0.032,0.41,0.85,40,70
"Laura","Jump MP",9,"u+MP","True","False","False","normal",1025,1000,900,600,17,21,0.04,0.032,0.41,0.85,60,100
"Laura","Jump HP",8,"u+HP","True","False","False","normal",1025,1000,900,600,17,21,0.04,0.032,0.41,0.85,90,150
"Laura","Jump LK",2,"u+LK","True","False","False","normal",1025,1000,900,600,17,21,0.04,0.032,0.41,0.85,40,70
"Laura","Jump MK",5,"u+MK","True","False","False","normal",1025,1000,900,600,17,21,0.04,0.032,0.41,0.85,60,100
"Laura","Jump HK",8,"u+HK","True","False","False","normal",1025,1000,900,600,17,21,0.04,0.032,0.41,0.85,90,150
"Laura","Step Elbow",-2,"f+HP","False","False","False","normal",1025,1000,900,600,17,21,0.04,0.032,0.41,0.85,80,120
"Laura","Twist Barrage",-8,"f+HP > HP","False","True","False","normal",1025,1000,900,600,17,21,0.04,0.032,0.41,0.85,54,90
"Laura","Dual Crash",-6,"MP > MK","False","True","False","normal",1025,1000,900,600,17,21,0.04,0.032,0.41,0.85,114,190
"Laura","Seoi Throw",35,"LP+LK","False","False","False","throw",1025,1000,900,600,17,21,0.04,0.032,0.41,0.85,120,150
"Laura","Pullback Hold",35,"b+LP+LK","False","False","False","throw",1025,1000,900,600,17,21,0.04,0.032,0.41,0.85,120,150
"Laura","Volty Line",-7,"MP+MK (VS1)","False","False","False","vskill",1025,1000,900,600,17,21,0.04,0.032,0.41,0.85,70,130
"Laura","Heavy Heel",-2,"MP+MK (VS2) > K","True","True","False","vskill",1025,1000,900,600,17,21,0.04,0.032,0.41,0.85,70,100
"Laura","Double Slap",-2,"f+PPP","False","False","False","alpha",1025,1000,900,600,17,21,0.04,0.032,0.41,0.85,60,0
"Laura","Neutralize",-2,"MK+HP","False","True","False","vbreak",1025,1000,900,600,17,21,0.04,0.032,0.41,0.85,60,0
"Laura","LP Bolt Charge",-2,"qcf+LP","False","False","False","special",1025,1000,900,600,17,21,0.04,0.032,0.41,0.85,60,100
"Laura","MP Bolt Charge",-7,"qcf+MP","False","False","False","special",1025,1000,900,600,17,21,0.04,0.032,0.41,0.85,60,50
"Laura","EX Bolt Charge",-17,"qcf+PP","False","False","False","special",1025,1000,900,600,17,21,0.04,0.032,0.41,0.85,80,50
"Laura","Thunder Clap Lvl 1",-5,"qcb+P","False","False","True","special",1025,1000,900,600,17,21,0.04,0.032,0.41,0.85,60,60
"Laura","Thunder Clap Lvl 2",2,"qcb+P (brief-hold)","False","False","True","special",1025,1000,900,600,17,21,0.04,0.032,0.41,0.85,90,90
"Laura","Thunder Clap Lvl 3",18,"qcb+P (hold)","False","False","True","special",1025,1000,900,600,17,21,0.04,0.032,0.41,0.85,120,120
"Laura","LPMP Thunder Clap",3,"qcb+LPMP","False","False","True","special",1025,1000,900,600,17,21,0.04,0.032,0.41,0.85,90,90
"Laura","LPHP Thunder Clap",3,"qcb+LPHP","False","False","True","special",1025,1000,900,600,17,21,0.04,0.032,0.41,0.85,90,90
"Laura","MPHP Thunder Clap",3,"qcb+MPHP","False","False","True","special",1025,1000,900,600,17,21,0.04,0.032,0.41,0.85,90,90
"Laura","LK Sunset Wheel",35,"hcb+LK","False","False","False","command-grab",1025,1000,900,600,17,21,0.04,0.032,0.41,0.85,160,200
"Laura","MK Sunset Wheel",35,"hcb+MK","False","False","False","command-grab",1025,1000,900,600,17,21,0.04,0.032,0.41,0.85,180,200
"Laura","HK Sunset Wheel",35,"hcb+HK","False","False","False","command-grab",1025,1000,900,600,17,21,0.04,0.032,0.41,0.85,190,200
"Laura","EX Sunset Wheel",35,"hcb+KK","False","False","False","command-grab",1025,1000,900,600,17,21,0.04,0.032,0.41,0.85,180,250
"Laura","Inazuma Spin Hold",35,"qcf,qcf+K","False","False","False","super",1025,1000,900,600,17,21,0.04,0.032,0.41,0.85,350,0
"Lucia","Stand LP",2,"LP","False","False","False","normal",975,1000,900,600,16,21,0.05,0.04,0.25,0.8,30,70
"Lucia","Stand MP",3,"MP","False","False","False","normal",975,1000,900,600,16,21,0.05,0.04,0.25,0.8,50,100
"Lucia","Stand HP",-2,"HP","False","False","False","normal",975,1000,900,600,16,21,0.05,0.04,0.25,0.8,80,150
"Lucia","Stand LK",1,"LK","False","False","False","normal",975,1000,900,600,16,21,0.05,0.04,0.25,0.8,40,70
"Lucia","Stand MK",-2,"MK","False","False","False","normal",975,1000,900,600,16,21,0.05,0.04,0.25,0.8,60,100
"Lucia","Stand HK",-4,"HK","False","False","False","normal",975,1000,900,600,16,21,0.05,0.04,0.25,0.8,90,150
"Lucia","Crouch LP",2,"d+LP","False","False","False","normal",975,1000,900,600,16,21,0.05,0.04,0.25,0.8,30,70
"Lucia","Crouch MP",2,"d+MP","False","False","False","normal",975,1000,900,600,16,21,0.05,0.04,0.25,0.8,50,100
"Lucia","Crouch HP",-6,"d+HP","False","False","False","normal",975,1000,900,600,16,21,0.05,0.04,0.25,0.8,70,150
"Lucia","Crouch LK",0,"d+LK","False","False","False","normal",975,1000,900,600,16,21,0.05,0.04,0.25,0.8,20,70
"Lucia","Crouch MK",-1,"d+MK","False","False","False","normal",975,1000,900,600,16,21,0.05,0.04,0.25,0.8,50,100
"Lucia","Crouch HK",-10,"d+HK","False","False","False","normal",975,1000,900,600,16,21,0.05,0.04,0.25,0.8,90,150
"Lucia","Knee Slide",-7,"df+LK","False","False","False","normal",975,1000,900,600,16,21,0.05,0.04,0.25,0.8,30,70
"Lucia","Elbow Crush",-7,"f+HP","False","False","False","normal",975,1000,900,600,16,21,0.05,0.04,0.25,0.8,80,150
"Lucia","Quick Side-Kick",-6,"LP > LK","False","True","False","normal",975,1000,900,600,16,21,0.05,0.04,0.25,0.8,57,115
"Lucia","Spin Drive",-8,"LP > LK > MK","False","True","False","normal",975,1000,900,600,16,21,0.05,0.04,0.25,0.8,97,179
"Lucia","Street-Style Set",-15,"LP > LK > MK > HK","False","True","False","normal",975,1000,900,600,16,21,0.05,0.04,0.25,0.8,139,263
"Lucia","German Suplex",35,"LP+LK","False","False","False","throw",975,1000,900,600,16,21,0.05,0.04,0.25,0.8,120,150
"Lucia","Back-Carry Throw",35,"b+LP+LK","False","False","False","throw",975,1000,900,600,16,21,0.05,0.04,0.25,0.8,150,200
"Lucia","Tap-Kick",-8,"MP+MK (VS1)","False","False","False","vskill",975,1000,900,600,16,21,0.05,0.04,0.25,0.8,60,100
"Lucia","Arrest Heel",-4,"MP+MK (VS2)","False","False","False","vskill",975,1000,900,600,16,21,0.05,0.04,0.25,0.8,90,120
"Lucia","Hammer Knuckle",-2,"f+PPP","False","False","False","alpha",975,1000,900,600,16,21,0.05,0.04,0.25,0.8,60,0
"Lucia","Peacekeeper",-2,"MK+HP","False","True","False","vbreak",975,1000,900,600,16,21,0.05,0.04,0.25,0.8,60,0
"Lucia","Rough Chase",-6,"qcf+P > P","False","True","False","special",975,1000,900,600,16,21,0.05,0.04,0.25,0.8,70,80
"Lucia","EX Rough Chase",-8,"qcf+PP > P","False","True","False","special",975,1000,900,600,16,21,0.05,0.04,0.25,0.8,80,120
"Lucia","Tornado Spinner",-35,"qcf+P > K","False","True","False","special",975,1000,900,600,16,21,0.05,0.04,0.25,0.8,140,150
"Lucia","EX Tornado Spinner",-30,"qcf+PP > K","False","True","False","special",975,1000,900,600,16,21,0.05,0.04,0.25,0.8,160,200
"Lucia","Cyclone Spinner",-8,"qcf+P > MP+MK (VS1)","False","True","False","special",975,1000,900,600,16,21,0.05,0.04,0.25,0.8,120,150
"Lucia","EX Cyclone Spinner",-6,"qcf+PP > MP+MK (VS1)","False","True","False","special",975,1000,900,600,16,21,0.05,0.04,0.25,0.8,150,180
"Lucia","Nubbing Needle",-2,"qcf+P > MP+MK (VS2)","False","True","False","special",975,1000,900,600,16,21,0.05,0.04,0.25,0.8,80,150
"Lucia","EX Nubbing Needle",-2,"qcf+PP > MP+MK (VS2)","False","True","False","special",975,1000,900,600,16,21,0.05,0.04,0.25,0.8,120,150
"Lucia","Firecracker",-4,"qcf+K","False","False","False","special",975,1000,900,600,16,21,0.05,0.04,0.25,0.8,30,30
"Lucia","EX Firecracker",-4,"qcf+KK","False","False","True","special",975,1000,900,600,16,21,0.05,0.04,0.25,0.8,50,50
"Lucia","LK Flipper Shot",-5,"qcf+K > LK","False","True","True","special",975,1000,900,600,16,21,0.05,0.04,0.25,0.8,60,100
"Lucia","MK Flipper Shot",-4,"qcf+K > MK","False","True","True","special",975,1000,900,600,16,21,0.05,0.04,0.25,0.8,60,100
"Lucia","HK Flipper Shot",-4,"qcf+K > HK","False","True","True","special",975,1000,900,600,16,21,0.05,0.04,0.25,0.8,60,100
"Lucia","EX LK Flipper Shot",2,"qcf+KK > LK","False","True","True","special",975,1000,900,600,16,21,0.05,0.04,0.25,0.8,80,120
"Lucia","EX MK Flipper Shot",3,"qcf+KK > MK","False","True","True","special",975,1000,900,600,16,21,0.05,0.04,0.25,0.8,80,120
"Lucia","EX HK Flipper Shot",3,"qcf+KK > HK","False","True","True","special",975,1000,900,600,16,21,0.05,0.04,0.25,0.8,80,120
"Lucia","LK Fire Spinner",-4,"qcb+LK","True","False","False","special",975,1000,900,600,16,21,0.05,0.04,0.25,0.8,60,100
"Lucia","MK Fire Spinner",-4,"qcb+MK","True","False","False","special",975,1000,900,600,16,21,0.05,0.04,0.25,0.8,70,100
"Lucia","HK Fire Spinner",-4,"qcb+HK","True","False","False","special",975,1000,900,600,16,21,0.05,0.04,0.25,0.8,80,100
"Lucia","EX Fire Spinner",-2,"qcb+KK","True","False","False","special",975,1000,900,600,16,21,0.05,0.04,0.25,0.8,70,120
"Lucia","LK Hurricane Spinner",-38,"f,d,df+LK","False","False","False","special",975,1000,900,600,16,21,0.05,0.04,0.25,0.8,100,150
"Lucia","MK Hurricane Spinner",-41,"f,d,df+MK","False","False","False","special",975,1000,900,600,16,21,0.05,0.04,0.25,0.8,110,150
"Lucia","HK Hurricane Spinner",-48,"f,d,df+HK","False","False","False","special",975,1000,900,600,16,21,0.05,0.04,0.25,0.8,120,150
"Lucia","EX Hurricane Spinner",-46,"f,d,df+KK","False","False","False","special",975,1000,900,600,16,21,0.05,0.04,0.25,0.8,150,200
"Lucia","Hard Hit Knee",-32,"qcb,qcb+K","False","False","False","super",975,1000,900,600,16,21,0.05,0.04,0.25,0.8,360,0
"M.Bison","Stand LP",3,"LP","False","False","False","normal",1000,1000,900,600,22,22,0.0262,0.023,0.25,0.9,30,70
"M.Bison","Stand MP",2,"MP","False","False","False","normal",1000,1000,900,600,22,22,0.0262,0.023,0.25,0.9,60,100
"M.Bison","Stand HP",-6,"HP","False","False","False","normal",1000,1000,900,600,22,22,0.0262,0.023,0.25,0.9,90,150
"M.Bison","Stand LK",-2,"LK","False","False","False","normal",1000,1000,900,600,22,22,0.0262,0.023,0.25,0.9,30,70
"M.Bison","Stand MK",-2,"MK","False","False","False","normal",1000,1000,900,600,22,22,0.0262,0.023,0.25,0.9,60,100
"M.Bison","Stand HK",3,"HK","False","False","False","normal",1000,1000,900,600,22,22,0.0262,0.023,0.25,0.9,80,150
"M.Bison","Crouch LP",3,"d+LP","False","False","False","normal",1000,1000,900,600,22,22,0.0262,0.023,0.25,0.9,30,70
"M.Bison","Crouch MP",1,"d+MP","False","False","False","normal",1000,1000,900,600,22,22,0.0262,0.023,0.25,0.9,60,100
"M.Bison","Crouch HP",-11,"d+HP","False","False","False","normal",1000,1000,900,600,22,22,0.0262,0.023,0.25,0.9,100,150
"M.Bison","Crouch LK",2,"d+LK","False","False","False","normal",1000,1000,900,600,22,22,0.0262,0.023,0.25,0.9,20,70
"M.Bison","Crouch MK",-2,"d+MK","False","False","False","normal",1000,1000,900,600,22,22,0.0262,0.023,0.25,0.9,50,100
"M.Bison","Crouch HK",-12,"d+HK","False","False","False","normal",1000,1000,900,600,22,22,0.0262,0.023,0.25,0.9,90,150
"M.Bison","Psycho Axe",1,"df+HP","False","False","False","normal",1000,1000,900,600,22,22,0.0262,0.023,0.25,0.9,80,150
"M.Bison","Shadow Axe",-8,"MP > df+HP","False","True","False","normal",1000,1000,900,600,22,22,0.0262,0.023,0.25,0.9,105,208
"M.Bison","Psycho Reflect (release)",13,"MP+MK (VS1) (release)","False","False","True","vskill",1000,1000,900,600,22,22,0.0262,0.023,0.25,0.9,80,100
"M.Bison","Hell's Warp",1,"MP+MK (VS2)","False","False","False","vskill",1000,1000,900,600,22,22,0.0262,0.023,0.25,0.9,70,100
"M.Bison","Psycho Burst",-2,"f+PPP","False","False","False","alpha",1000,1000,900,600,22,22,0.0262,0.023,0.25,0.9,60,0
"M.Bison","Psycho Fist",-2,"MK+HP","False","True","False","vbreak",1000,1000,900,600,22,22,0.0262,0.023,0.25,0.9,60,0
"M.Bison","LP Psycho Blast",-2,"b,f+LP","False","False","True","special",1000,1000,900,600,22,22,0.0262,0.023,0.25,0.9,70,100
"M.Bison","MP Psycho Blast",-1,"b,f+MP","False","False","True","special",1000,1000,900,600,22,22,0.0262,0.023,0.25,0.9,70,100
"M.Bison","HP Psycho Blast",2,"b,f+HP","False","False","True","special",1000,1000,900,600,22,22,0.0262,0.023,0.25,0.9,70,100
"M.Bison","EX Psycho Blast",6,"b,f+PP","False","False","True","special",1000,1000,900,600,22,22,0.0262,0.023,0.25,0.9,100,150
"M.Bison","LK Double Knee Press",-4,"b,f+LK","False","False","False","special",1000,1000,900,600,22,22,0.0262,0.023,0.25,0.9,80,150
"M.Bison","MK Double Knee Press",-3,"b,f+MK","False","False","False","special",1000,1000,900,600,22,22,0.0262,0.023,0.25,0.9,90,150
"M.Bison","HK Double Knee Press",-2,"b,f+HK","False","False","False","special",1000,1000,900,600,22,22,0.0262,0.023,0.25,0.9,100,150
"M.Bison","EX Double Knee Press",1,"b,f+KK","False","False","False","special",1000,1000,900,600,22,22,0.0262,0.023,0.25,0.9,150,200
"M.Bison","Somersault Skull Diver",3,"P after head press","True","True","False","special",1000,1000,900,600,22,22,0.0262,0.023,0.25,0.9,70,100
"M.Bison","Devil Reverse",2,"P before head press","True","True","False","special",1000,1000,900,600,22,22,0.0262,0.023,0.25,0.9,70,100
"M.Bison","EX Devil Reverse",7,"PP before head press","True","True","False","special",1000,1000,900,600,22,22,0.0262,0.023,0.25,0.9,140,200
"M.Bison","LP Psycho Inferno",-12,"qcb+LP","False","False","False","special",1000,1000,900,600,22,22,0.0262,0.023,0.25,0.9,80,150
"M.Bison","MP Psycho Inferno",-11,"qcb+MP","False","False","False","special",1000,1000,900,600,22,22,0.0262,0.023,0.25,0.9,90,150
"M.Bison","HP Psycho Inferno",-10,"qcb+HP","False","False","False","special",1000,1000,900,600,22,22,0.0262,0.023,0.25,0.9,100,150
"M.Bison","EX Psycho Inferno",-1,"qcb+PP","False","False","False","special",1000,1000,900,600,22,22,0.0262,0.023,0.25,0.9,120,150
"M.Bison","Ultimate Psycho Crusher",-40,"qcf,qcf+P","False","False","False","super",1000,1000,900,600,22,22,0.0262,0.023,0.25,0.9,340,0
"Menat","Stand LP",3,"LP","False","False","False","normal",950,950,900,600,20,24,0.04,0.032,0.25,0.85,20,70
"Menat","Stand LP orb",3,"LP orb","False","False","False","normal",950,950,900,600,20,24,0.04,0.032,0.25,0.85,30,70
"Menat","Stand MP",2,"MP","False","False","False","normal",950,950,900,600,20,24,0.04,0.032,0.25,0.85,50,100
"Menat","Stand MP orb",-8,"MP orb","False","False","False","normal",950,950,900,600,20,24,0.04,0.032,0.25,0.85,60,100
"Menat","Stand HP",-2,"HP","False","False","False","normal",950,950,900,600,20,24,0.04,0.032,0.25,0.85,80,150
"Menat","Stand HP orb",-10,"HP orb","False","False","False","normal",950,950,900,600,20,24,0.04,0.032,0.25,0.85,80,150
"Menat","Stand LK",1,"LK","False","False","False","normal",950,950,900,600,20,24,0.04,0.032,0.25,0.85,30,70
"Menat","Stand MK",-2,"MK","False","False","False","normal",950,950,900,600,20,24,0.04,0.032,0.25,0.85,60,100
"Menat","Stand HK",2,"HK","False","False","False","normal",950,950,900,600,20,24,0.04,0.032,0.25,0.85,80,150
"Menat","Stand HK orb",-8,"HK orb","False","False","False","normal",950,950,900,600,20,24,0.04,0.032,0.25,0.85,90,150
"Menat","Crouch LP",2,"d+LP","False","False","False","normal",950,950,900,600,20,24,0.04,0.032,0.25,0.85,20,70
"Menat","Crouch LP orb",2,"d+LP orb","False","False","False","normal",950,950,900,600,20,24,0.04,0.032,0.25,0.85,30,70
"Menat","Crouch MP",2,"d+MP","False","False","False","normal",950,950,900,600,20,24,0.04,0.032,0.25,0.85,50,100
"Menat","Crouch MP orb",-3,"d+MP orb","False","False","False","normal",950,950,900,600,20,24,0.04,0.032,0.25,0.85,60,100
"Menat","Crouch HP",-3,"d+HP","False","False","False","normal",950,950,900,600,20,24,0.04,0.032,0.25,0.85,80,150
"Menat","Crouch HP orb",-5,"d+HP orb","False","False","False","normal",950,950,900,600,20,24,0.04,0.032,0.25,0.85,80,150
"Menat","Crouch LK",1,"d+LK","False","False","False","normal",950,950,900,600,20,24,0.04,0.032,0.25,0.85,20,70
"Menat","Crouch MK",2,"d+MK","False","False","False","normal",950,950,900,600,20,24,0.04,0.032,0.25,0.85,50,100
"Menat","Crouch HK",-11,"d+HK","False","False","False","normal",950,950,900,600,20,24,0.04,0.032,0.25,0.85,80,150
"Menat","Crouch HK orb",-16,"d+HK orb","False","False","False","normal",950,950,900,600,20,24,0.04,0.032,0.25,0.85,90,150
"Menat","Judgement of Anubis",-10,"df+MK","False","False","False","normal",950,950,900,600,20,24,0.04,0.032,0.25,0.85,50,100
"Menat","Divine Retribution",-19,"f+MK","False","True","False","normal",950,950,900,600,20,24,0.04,0.032,0.25,0.85,60,100
